"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://www.deque.com/blog/","1","Web Accessibility Blog | Deque Systems","38","357","Indexable",""
"https://www.deque.com/blog/page/34/","1","Web Accessibility Blog | Deque Systems","38","357","Indexable",""
"https://www.deque.com/blog/page/36/","1","Web Accessibility Blog | Deque Systems","38","357","Indexable",""
"https://www.deque.com/blog/page/3/","1","Web Accessibility Blog | Deque Systems","38","357","Indexable",""
"https://www.deque.com/resources/","1","Web Accessibility News & Resources | Deque Systems","50","485","Indexable",""
"https://www.deque.com/resources/page/3/","1","Web Accessibility News & Resources | Deque Systems","50","485","Indexable",""
"https://www.deque.com/blog/page/35/","1","Web Accessibility Blog | Deque Systems","38","357","Indexable",""
"https://www.deque.com/blog/?popular-posts=true","1","Web Accessibility Blog | Deque Systems","38","357","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/page/7/","1","Web Accessibility News & Resources | Deque Systems","50","485","Indexable",""
"https://www.deque.com/resources/page/4/","1","Web Accessibility News & Resources | Deque Systems","50","485","Indexable",""
"https://www.deque.com/resources/page/9/","1","Web Accessibility News & Resources | Deque Systems","50","485","Indexable",""
"https://www.deque.com/resources/page/8/","1","Web Accessibility News & Resources | Deque Systems","50","485","Indexable",""
"https://www.deque.com/blog/page/2/","1","Web Accessibility Blog | Deque Systems","38","357","Indexable",""
"https://www.deque.com/resources/page/2/","1","Web Accessibility News & Resources | Deque Systems","50","485","Indexable",""
"https://www.deque.com/blog/page/4/","1","Web Accessibility Blog | Deque Systems","38","357","Indexable",""
"https://www.deque.com/resources/type/webinars/?deque_category_limiter=section-508","1","Web Accessibility News & Resources | Deque Systems","50","485","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/","1","Webinars | Deque Systems","24","241","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/page/2/","1","Webinars | Deque Systems","24","241","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/page/5/","1","Webinars | Deque Systems","24","241","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/page/7/","1","Webinars | Deque Systems","24","241","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/?deque_category_limiter=accessibility-resources-for-developers","1","Web Accessibility News & Resources | Deque Systems","50","485","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/?deque_category_limiter=accessibility-matters","1","Web Accessibility News & Resources | Deque Systems","50","485","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/page/4/","1","Webinars | Deque Systems","24","241","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/?deque_category_limiter=accessibility-best-practices","1","Web Accessibility News & Resources | Deque Systems","50","485","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/page/3/","1","Webinars | Deque Systems","24","241","Non-Indexable","Canonicalised"
"https://www.deque.com/resources/type/webinars/page/6/","1","Webinars | Deque Systems","24","241","Non-Indexable","Canonicalised"
"https://www.deque.com/blog/category/accessibility-best-practices/","1","Web Accessibility Best Practices | Deque","40","362","Indexable",""
"https://www.deque.com/blog/category/accessibility-best-practices/page/2/","1","Web Accessibility Best Practices | Deque","40","362","Indexable",""
"https://www.deque.com/blog/category/accessibility-best-practices/page/4/","1","Web Accessibility Best Practices | Deque","40","362","Indexable",""
"https://www.deque.com/blog/category/accessibility-best-practices/page/6/","1","Web Accessibility Best Practices | Deque","40","362","Indexable",""
"https://www.deque.com/blog/category/accessibility-best-practices/page/7/","1","Web Accessibility Best Practices | Deque","40","362","Indexable",""
"https://www.deque.com/blog/category/accessibility-best-practices/page/3/","1","Web Accessibility Best Practices | Deque","40","362","Indexable",""
"https://www.deque.com/blog/author/caitlindummyacount/","1","Caitlin Cashin, Author at Deque","31","278","Indexable",""
"https://www.deque.com/blog/author/ccashin/","1","Caitlin Cashin, Author at Deque","31","278","Indexable",""
"https://www.deque.com/blog/accessibility-in-agile-transformational-practices/","1","Accessibility in Agile Transformational Practices | Deque","57","495","Indexable",""
"https://www.deque.com/blog/accessibility-in-agile-transformational-practices/amp/","1","Accessibility in Agile Transformational Practices | Deque","57","495","Non-Indexable","Canonicalised"
"https://www.deque.com/blog/category/accessibility-best-practices/page/8/","1","Web Accessibility Best Practices | Deque","40","362","Indexable",""
"https://www.deque.com/blog/deque-unifies-accessibility-software-under-axe/","1","Deque Unifies Accessibility Software Offerings Under The axe Brand","66","602","Indexable",""
